x,y,c
681,964,0
340,686,0
21,662,0
721,64,1
309,415,1
902,873,0
124,941,0
745,762,0
423,531,0
806,268,1
318,602,0
907,307,1
481,12,1
136,630,0
114,809,0
84,556,0
290,293,1
996,152,1
54,345,1
708,248,1
491,712,0
131,114,1
439,958,0
722,704,0
995,52,1
269,479,1
238,423,1
918,866,0
659,498,1
486,196,1
462,633,0
158,22,1
146,392,1
37,925,0
647,458,1
602,807,0
98,830,0
292,600,0
278,799,0
352,448,1
882,540,0
315,575,0
762,567,0
336,397,1
418,897,0
828,851,0
816,230,1
449,925,0
658,229,1
520,940,0
560,147,1
162,655,0
675,792,0
361,754,0
398,146,1
714,946,0
188,569,0
638,663,0
75,515,0
521,475,1
615,528,0
234,570,0
905,464,1
557,962,0
161,524,0
549,469,1
330,923,0
350,333,1
925,910,0
737,336,1
337,278,1
393,636,0
714,164,1
591,949,0
135,505,0
337,4,1
337,623,0
664,970,0
608,568,0
281,85,1
152,373,1
652,194,1
876,826,0
396,572,0
249,640,0
174,819,0
943,611,0
941,289,1
419,565,0
805,585,0
216,450,1
615,609,0
64,166,1
893,74,1
509,300,1
695,573,0
589,161,1
172,968,0
358,31,1
268,426,1
510,422,1
774,779,0
910,552,0
182,391,1
495,764,0
874,364,1
902,255,1
460,474,1
972,821,0
122,547,0
577,789,0
605,195,1
594,950,0
343,754,0
481,12,1
672,439,1
428,912,0
762,967,0
408,415,1
908,223,1
759,434,1
204,486,1
319,958,0
945,806,0
166,700,0
367,692,0
787,532,0
556,974,0
447,21,1
283,222,1
331,376,1
583,948,0
723,982,0
18,776,0
220,111,1
182,856,0
490,925,0
324,486,1
677,969,0
643,534,0
677,668,0
68,991,0
196,783,0
828,727,0
426,871,0
697,612,0
703,27,1
408,545,0
508,185,1
238,237,1
443,313,1
501,850,0
128,111,1
650,149,1
192,454,1
869,681,0
465,267,1
713,793,0
634,472,1
972,830,0
901,442,1
177,877,0
770,702,0
364,381,1
590,823,0
237,23,1
179,595,0
169,327,1
42,310,1
182,58,1
926,487,1
670,528,0
651,258,1
213,860,0
783,286,1
742,610,0
472,128,1
434,841,0
718,503,0
867,865,0
938,881,0
257,750,0
614,598,0
458,661,0
63,756,0
807,278,1
489,435,1
365,75,1
586,386,1
833,360,1
330,48,1
928,492,1
433,840,0
766,735,0
810,599,0
837,892,0
982,328,1
352,369,1
244,794,0
608,252,1
647,432,1
535,208,1
264,497,0
243,649,0
15,841,0
189,100,1
812,648,0
523,851,0
474,633,0
891,200,1
854,990,0
697,919,0
780,578,0
931,544,0
340,487,1
899,525,0
483,538,0
492,193,1
252,11,1
560,834,0
840,497,1
785,529,0
540,805,0
791,392,1
210,549,0
578,979,0
971,277,1
73,193,1
620,497,1
826,276,1
790,582,0
578,159,1
418,489,1
159,449,1
924,72,1
380,8,1
967,208,1
477,503,0
370,607,0
196,74,1
722,611,0
19,761,0
56,890,0
163,683,0
716,932,0
452,741,0
954,813,0
862,396,1
460,615,0
904,599,0
136,680,0
198,32,1
387,584,0
240,517,0
6,670,0
241,882,0
249,523,0
758,105,1
621,95,1
296,916,0
678,178,1
579,58,1
577,750,0
7,729,0
81,995,0
678,676,0
753,899,0
784,565,0
93,608,0
172,243,1
929,514,0
168,55,1
191,973,0
922,748,0
651,986,0
144,446,1
577,517,0
629,916,0
874,791,0
469,912,0
146,693,0
91,815,0
949,857,0
640,52,1
236,551,0
487,226,1
162,955,0
183,394,1
180,97,1
65,65,1
513,261,1
578,78,1
878,140,1
611,947,0
445,170,1
975,489,1
750,149,1
333,865,0
214,282,1
7,432,1
896,367,1
522,882,0
810,641,0
231,187,1
705,479,1
321,538,0
351,447,1
208,646,0
276,759,0
189,422,1
666,486,1
455,28,1
614,860,0
253,777,0
348,503,0
861,431,1
82,455,1
197,106,1
752,821,0
296,281,1
21,455,1
947,124,1
318,135,1
376,774,0
859,998,0
74,253,1
922,635,0
643,888,0
153,232,1
747,680,0
926,678,0
450,801,0
961,199,1
855,363,1
716,573,0
561,245,1
473,274,1
550,353,1
181,287,1
699,110,1
643,465,1
172,529,0
981,112,1
476,381,1
247,890,0
671,805,0
372,32,1
989,320,1
165,431,1
658,293,1
206,578,0
948,206,1
171,166,1
396,697,0
20,694,0
529,788,0
109,984,0
969,978,0
617,15,1
626,684,0
168,906,0
928,97,1
118,390,1
199,785,0
486,199,1
420,710,0
271,813,0
415,85,1
318,580,0
331,267,1
387,444,1
186,507,0
360,827,0
74,431,1
152,271,1
268,693,0
885,337,1
311,604,0
677,406,1
768,22,1
413,0,1
542,537,0
38,388,1
355,289,1
647,181,1
93,584,0
987,761,0
493,217,1
501,482,1
447,665,0
753,104,1
84,95,1
525,221,1
964,781,0
872,106,1
656,343,1
593,80,1
80,868,0
411,713,0
968,251,1
216,79,1
768,40,1
531,933,0
779,663,0
259,653,0
936,95,1
365,874,0
720,835,0
680,976,0
455,725,0
71,808,0
559,156,1
602,832,0
905,440,1
375,562,0
885,962,0
80,836,0
797,202,1
508,80,1
340,76,1
58,493,0
740,546,0
474,773,0
97,880,0
335,72,1
400,707,0
955,666,0
141,588,0
481,168,1
315,396,1
225,9,1
12,136,1
455,762,0
43,742,0
21,922,0
512,248,1
18,368,1
717,714,0
650,290,1
335,759,0
169,895,0
303,640,0
979,199,1
105,791,0
661,681,0
652,753,0
33,29,1
987,42,1
253,83,1
420,814,0
718,244,1
63,229,1
652,864,0
769,470,1
5,47,1
594,487,1
326,276,1
323,540,0
679,990,0
588,710,0
271,945,0
221,470,1
183,589,0
955,978,0
779,6,1
262,135,1
487,196,1
33,88,1
935,779,0
993,790,0
962,965,0
1,105,1
807,567,0
669,134,1
671,457,1
998,545,0
597,218,1
838,844,0
372,563,0
28,264,1
801,723,0
490,604,0
601,227,1
197,692,0
771,363,1
301,363,1
721,565,0
421,445,1
610,495,1
741,22,1
812,151,1
15,55,1
393,738,0
279,882,0
