x,y,c
796,286,0
633,784,1
54,394,1
796,251,0
363,308,0
183,922,1
972,877,2
595,186,0
723,387,0
731,269,0
363,417,0
727,171,0
121,418,1
789,787,2
388,172,0
878,418,0
401,362,0
296,564,1
538,482,0
63,417,1
512,961,1
338,489,1
150,316,1
44,195,0
576,688,1
511,945,1
412,348,0
160,985,1
895,421,0
455,520,1
139,762,1
109,288,1
976,746,3
547,276,0
977,59,0
880,888,2
888,660,3
27,350,1
829,581,3
650,111,0
18,301,1
651,335,0
18,284,1
73,868,1
620,466,0
306,992,1
379,848,1
742,196,0
760,214,0
249,448,1
674,404,0
829,873,2
596,197,0
530,786,1
503,217,0
512,606,1
370,690,1
575,821,1
760,921,1
572,773,1
793,490,0
30,114,0
491,237,0
242,177,0
154,990,1
924,553,0
709,399,0
463,604,1
59,813,1
551,645,1
678,296,0
460,537,1
879,607,3
594,891,1
523,788,1
191,979,1
604,339,0
45,743,1
403,337,0
809,517,0
716,514,0
906,399,0
10,523,1
838,104,0
702,730,1
377,486,1
706,795,1
600,856,1
722,180,0
373,978,1
741,547,0
740,719,1
944,310,0
813,606,3
587,388,0
914,992,2
473,210,0
724,505,0
514,784,1
281,885,1
643,853,1
418,741,1
945,752,2
2,234,1
466,593,1
232,153,0
157,624,1
529,320,0
858,452,0
919,608,3
828,230,0
767,475,0
374,414,0
186,496,1
540,94,0
554,20,0
860,839,2
736,483,0
605,41,0
243,672,1
679,639,1
307,361,0
59,345,1
70,599,1
324,259,0
371,988,1
221,535,1
310,790,1
533,215,0
756,171,0
113,893,1
223,837,1
561,22,0
980,960,2
670,364,0
634,121,0
321,396,1
390,490,1
48,336,1
685,627,3
13,909,1
225,467,1
175,271,0
224,88,0
757,147,0
553,203,0
640,757,1
289,687,1
880,956,2
149,291,1
434,259,0
993,630,3
745,625,3
88,531,1
35,51,0
125,38,0
989,329,0
193,869,1
873,542,0
693,778,1
14,195,0
515,440,0
537,327,0
792,947,2
115,408,1
133,5,0
507,93,0
870,967,2
70,303,1
202,653,1
244,84,0
645,717,1
316,894,1
338,657,1
811,284,0
869,987,2
969,560,3
696,369,0
68,305,1
740,785,1
25,361,1
938,38,0
40,370,1
786,459,0
272,620,1
580,663,1
907,554,0
774,810,1
915,430,0
614,704,1
565,730,1
176,476,1
213,424,1
273,350,0
738,764,1
876,88,0
763,249,0
461,197,0
498,353,0
301,922,1
24,218,1
726,778,1
873,181,0
240,21,0
938,976,2
323,289,0
256,246,0
541,420,0
266,421,1
846,920,2
666,609,0
218,72,0
408,487,1
646,466,0
656,444,0
175,502,1
693,719,1
496,318,0
765,53,0
579,541,0
927,556,3
354,101,0
547,497,0
325,92,0
577,630,1
526,23,0
748,806,1
980,210,0
504,403,0
629,470,0
834,874,2
440,292,0
575,661,1
866,314,0
984,322,0
222,123,0
892,874,2
786,699,3
646,748,1
696,252,0
289,114,0
387,474,1
193,693,1
651,998,1
756,613,3
130,473,1
896,939,2
327,719,1
895,867,2
699,670,1
545,436,0
179,7,0
232,850,1
749,284,0
842,629,3
254,451,1
938,851,2
83,498,1
752,668,3
222,955,1
26,109,0
220,146,0
19,303,1
877,461,0
268,536,1
212,163,0
704,515,0
424,992,1
44,388,1
793,768,2
734,534,0
407,497,1
525,104,0
855,959,2
257,965,1
887,858,2
413,403,0
861,802,2
458,927,1
794,222,0
310,158,0
437,513,1
101,439,1
902,598,3
886,72,0
519,630,1
930,526,0
762,224,0
976,281,0
367,664,1
317,414,1
108,42,0
402,455,1
899,928,2
246,137,0
358,963,1
261,132,0
134,543,1
81,224,0
60,442,1
945,238,0
719,295,0
655,197,0
664,253,0
614,774,1
634,757,1
619,913,1
87,564,1
411,673,1
998,117,0
726,326,0
513,204,0
58,74,0
574,22,0
139,415,1
620,92,0
866,366,0
769,826,1
140,738,1
961,235,0
988,959,2
258,791,1
627,493,0
526,576,1
783,682,3
480,369,0
786,486,0
10,720,1
564,584,1
687,589,0
11,226,1
500,675,1
227,224,0
629,696,1
929,175,0
773,304,0
44,124,0
725,30,0
886,714,3
97,181,0
558,320,0
16,627,1
162,210,0
35,775,1
340,942,1
55,525,1
746,866,1
894,112,0
763,493,0
682,248,0
878,667,3
652,156,0
421,77,0
644,305,0
482,504,1
746,43,0
473,644,1
165,939,1
831,384,0
810,731,2
873,181,0
311,286,0
239,448,1
960,43,0
138,67,0
897,3,0
924,366,0
189,744,1
455,770,1
511,393,0
50,623,1
616,851,1
887,391,0
304,763,1
616,266,0
528,665,1
275,243,0
511,199,0
395,378,0
363,667,1
249,828,1
362,352,0
242,328,0
714,44,0
107,443,1
406,709,1
67,663,1
122,549,1
624,815,1
233,192,0
885,174,0
884,684,3
426,57,0
294,1,0
196,202,0
38,208,0
847,334,0
821,632,3
393,209,0
521,823,1
336,713,1
528,542,1
487,280,0
417,640,1
973,318,0
104,501,1
319,566,1
544,682,1
831,535,0
422,835,1
172,223,0
587,915,1
916,131,0
298,515,1
943,426,0
179,873,1
727,482,0
967,891,2
413,266,0
925,349,0
77,51,0
652,64,0
140,657,1
210,347,1
921,502,0
541,485,0
162,648,1
952,524,0
601,210,0
776,384,0
7,297,1
455,708,1
558,336,0
161,326,1
189,710,1
733,460,0
312,613,1
271,969,1
887,799,2
787,88,0
824,300,0
652,609,1
783,983,2
974,98,0
741,546,0
56,960,1
774,207,0
927,166,0
575,537,0
671,892,1
240,66,0
275,780,1
983,822,2
471,409,0
637,175,0
915,873,2
365,419,0
107,573,1
498,99,0
301,190,0
568,797,1
826,138,0
750,372,0
601,343,0
146,103,0
409,207,0
533,319,0
877,373,0
785,709,3
581,447,0
784,35,0
274,925,1
759,865,1
914,849,2
315,164,0
549,143,0
10,834,1
126,759,1
446,841,1
990,128,0
101,496,1
942,831,2
580,358,0
676,328,0
878,754,2
353,629,1
31,226,1
976,29,0
686,328,0
664,782,1
18,482,1
69,790,1
228,513,1
348,230,0
990,28,0
878,128,0
202,398,1
656,499,0
974,597,3
776,293,0
350,421,1
890,64,0
859,196,0
940,456,0
219,479,1
70,196,0
240,885,1
719,522,0
469,370,0
308,904,1
287,879,1
17,817,1
136,936,1
357,284,0
618,358,0
17,867,1
450,86,0
650,810,1
363,225,0
519,503,0
893,902,2
732,482,0
620,341,0
857,756,2
750,693,1
637,541,0
16,473,1
663,80,0
752,454,0
438,434,0
424,720,1
511,747,1
121,877,1
439,563,1
111,890,1
337,257,0
404,932,1
370,744,1
879,114,0
44,164,0
942,450,0
856,772,2
473,953,1
271,903,1
593,47,0
643,603,1
921,898,2
569,116,0
236,138,0
258,659,1
287,133,0
522,63,0
144,123,0
520,656,1
48,837,1
880,441,0
381,57,0
605,869,1
962,65,0
875,294,0
899,189,0
371,322,0
876,174,0
8,183,0
594,893,1
619,841,1
620,267,0
170,289,0
434,474,1
142,135,0
703,972,1
164,308,1
99,915,1
108,49,0
100,616,1
169,749,1
303,871,1
376,61,0
905,427,0
684,180,0
691,150,0
993,493,0
381,364,0
112,94,0
753,201,0
547,440,0
732,48,0
738,276,0
289,638,1
244,632,1
815,782,2
121,786,1
899,533,0
992,397,0
169,369,1
117,130,0
647,134,0
670,640,1
386,401,0
453,663,1
278,201,0
400,465,1
800,194,0
872,114,0
302,291,0
15,114,0
345,35,0
437,488,1
945,600,3
212,81,0
370,544,1
867,313,0
815,747,2
824,250,0
532,648,1
266,667,1
112,352,1
485,282,0
418,136,0
647,613,1
722,923,1
3,861,1
476,447,0
92,421,1
393,406,0
916,506,0
63,96,0
997,35,0
474,879,1
216,858,1
490,747,1
892,571,3
519,287,0
474,372,0
874,668,3
343,822,1
758,492,0
681,420,0
535,226,0
29,945,1
354,808,1
32,935,1
37,465,1
772,853,1
64,632,1
262,481,1
780,632,3
878,398,0
227,782,1
391,87,0
537,644,1
975,117,0
81,712,1
873,973,2
931,572,3
393,214,0
868,38,0
911,577,3
166,459,1
729,658,3
722,560,0
498,238,0
931,609,3
271,125,0
893,598,3
611,186,0
782,594,3
833,593,3
523,741,1
58,344,1
382,589,1
672,329,0
439,153,0
259,743,1
169,486,1
137,55,0
743,429,0
43,426,1
550,813,1
390,592,1
796,477,0
167,838,1
601,269,0
939,906,2
381,957,1
534,999,1
850,213,0
482,261,0
964,47,0
130,458,1
238,250,0
775,447,0
351,225,0
139,676,1
789,444,0
524,54,0
216,612,1
675,82,0
226,92,0
286,434,1
574,951,1
251,343,0
679,445,0
14,695,1
34,442,1
701,314,0
718,824,1
618,256,0
2,379,1
680,869,1
113,301,1
697,631,3
826,876,2
871,135,0
506,785,1
138,646,1
254,995,1
746,123,0
219,115,0
430,346,0
169,432,1
804,614,3
656,110,0
913,930,2
241,539,1
147,685,1
296,786,1
205,932,1
993,892,2
611,853,1
297,667,1
727,737,1
733,112,0
211,24,0
905,424,0
856,948,2
818,635,3
854,767,2
716,78,0
181,710,1
148,801,1
140,515,1
661,362,0
544,821,1
245,963,1
407,731,1
533,890,1
788,689,3
484,776,1
190,609,1
942,869,2
693,565,0
356,578,1
621,124,0
875,62,0
374,556,1
121,13,0
378,623,1
837,861,2
481,489,0
807,915,2
818,441,0
696,438,0
563,278,0
443,138,0
810,612,3
851,81,0
309,446,1
855,772,2
759,142,0
884,696,3
716,755,1
98,703,1
471,683,1
234,643,1
289,313,0
62,179,0
