x,y,c
570,817,6
415,809,6
461,796,6
771,443,4
19,140,0
48,215,0
155,753,2
318,241,3
594,793,6
46,941,2
569,595,1
326,870,6
374,55,3
156,378,0
360,804,6
445,696,6
822,402,4
790,926,7
551,18,3
651,452,4
95,835,2
958,604,4
96,486,0
250,422,0
479,691,6
976,527,4
769,85,5
226,42,0
518,868,6
822,3,5
389,434,1
670,671,7
8,593,2
270,663,2
593,634,1
853,607,4
556,600,1
503,226,3
631,575,1
778,128,5
928,335,4
839,883,7
958,798,7
748,94,5
866,85,5
536,183,3
983,64,5
574,783,6
864,300,4
78,383,0
697,645,4
872,917,7
177,925,2
35,751,2
703,76,5
389,551,1
482,52,3
307,648,1
405,804,6
795,432,4
619,760,6
784,486,4
470,206,3
206,78,0
207,268,0
103,235,0
65,497,0
558,189,3
815,969,7
873,107,5
720,261,5
460,58,3
231,2,3
92,950,2
848,160,5
929,873,7
519,86,3
255,202,0
35,893,2
198,711,2
164,842,2
809,630,4
665,319,4
645,480,4
405,884,6
611,247,3
714,386,4
183,194,0
806,713,7
337,15,3
646,371,4
60,104,0
160,784,2
909,713,7
861,835,7
374,312,3
639,196,5
92,534,2
87,760,2
454,413,1
891,262,5
807,147,5
718,388,4
174,838,2
688,241,5
459,16,3
391,923,6
221,757,2
910,941,7
674,587,4
293,961,6
374,850,6
617,108,5
352,635,1
621,610,1
497,789,6
65,455,0
526,574,1
155,185,0
632,815,6
595,546,1
610,692,6
836,986,7
27,338,0
911,476,4
749,257,5
65,416,0
957,700,7
625,881,6
260,950,2
715,183,5
797,352,4
728,416,4
568,785,6
841,146,5
878,821,7
866,885,7
678,32,5
660,943,6
520,221,3
157,143,0
304,874,6
147,790,2
5,183,0
503,491,1
922,983,7
47,702,2
572,413,1
527,463,1
237,363,0
361,88,3
121,495,0
842,344,4
55,823,2
471,161,3
322,494,1
951,293,4
241,615,2
667,892,7
284,186,0
636,441,4
16,261,0
691,142,5
156,765,2
655,445,4
573,845,6
154,809,2
151,813,2
949,380,4
637,871,6
805,458,4
410,814,6
606,342,4
737,216,5
911,515,4
146,310,0
486,837,6
119,105,0
878,929,7
934,999,7
78,883,2
583,862,6
124,327,0
416,696,6
154,514,0
287,240,0
663,97,5
416,85,3
513,537,1
168,132,0
633,362,4
833,794,7
760,614,4
150,858,2
305,166,3
482,724,6
846,287,5
316,767,6
336,104,3
950,704,7
737,328,4
606,787,6
900,558,4
324,10,3
376,264,3
717,380,4
977,424,4
704,519,4
311,540,1
927,353,4
595,477,1
960,347,4
319,307,0
20,704,2
549,54,3
671,268,5
291,775,2
698,856,7
141,537,2
702,237,5
443,666,1
234,999,2
549,71,3
470,237,3
469,983,6
72,981,2
532,398,1
647,221,5
631,189,5
215,840,2
683,304,5
85,765,2
415,408,1
939,350,4
865,714,7
309,592,1
275,792,2
605,286,3
119,422,0
732,875,7
641,143,5
178,160,0
364,681,6
945,106,5
768,479,4
389,135,3
123,734,2
118,675,2
93,74,0
136,198,0
16,449,0
186,232,0
975,984,7
455,328,1
150,813,2
674,538,4
315,820,6
341,559,1
964,830,7
604,865,6
722,87,5
533,271,3
412,368,1
514,885,6
550,220,3
907,583,4
234,550,1
797,264,5
960,955,7
912,470,4
267,28,3
136,665,2
756,111,5
857,108,5
435,493,1
265,306,0
563,223,3
376,21,3
22,749,2
675,227,5
320,664,1
530,946,6
784,345,4
726,430,4
957,945,7
303,80,3
21,66,0
309,641,1
539,710,6
830,63,5
274,607,1
687,111,5
677,998,7
918,116,5
585,336,1
584,102,3
790,981,7
630,55,5
929,307,4
373,114,3
238,99,0
230,317,0
428,146,3
739,721,7
553,450,1
563,167,3
207,482,0
984,133,5
223,284,0
591,610,1
198,334,0
344,390,1
349,419,1
727,165,5
558,658,1
561,341,1
387,855,6
27,598,2
896,929,7
88,338,0
228,924,2
865,421,4
821,719,7
386,335,1
442,89,3
867,815,7
116,400,0
948,306,4
471,754,6
612,788,6
253,303,0
468,79,3
765,254,5
303,130,3
530,64,3
677,795,7
310,858,6
512,384,1
697,599,4
479,619,1
117,253,0
721,300,5
292,638,1
508,11,3
403,130,3
119,998,2
64,667,2
84,863,2
579,401,1
98,610,2
361,879,6
410,573,1
855,46,5
320,873,6
45,848,2
501,993,6
344,912,6
563,425,1
604,600,1
720,768,7
10,987,2
510,120,3
895,548,4
362,710,6
581,535,1
260,293,0
350,918,6
774,24,5
925,878,7
73,728,2
536,412,1
44,410,0
763,338,4
607,573,1
326,358,1
935,554,4
627,669,6
322,509,1
648,36,5
302,739,2
300,655,2
300,460,1
383,710,6
451,907,6
970,580,4
522,580,1
770,217,5
286,462,1
327,99,3
270,384,0
194,897,2
90,145,0
974,48,5
59,538,2
389,130,3
23,479,0
110,435,0
308,111,3
46,997,2
935,623,4
678,439,4
693,782,7
507,873,6
826,76,5
299,131,3
471,292,3
638,415,4
10,332,0
243,829,2
497,378,1
573,581,1
302,97,3
630,74,5
570,341,1
315,437,1
611,747,6
815,879,7
344,781,6
972,971,7
79,428,0
719,203,5
868,751,7
252,98,0
637,707,6
779,850,7
379,915,6
657,55,5
732,938,7
625,604,1
111,734,2
396,436,1
447,960,6
695,851,7
740,745,7
13,551,2
350,264,3
476,145,3
619,473,1
20,40,0
499,575,1
629,248,5
723,365,4
952,199,5
95,218,0
569,192,3
691,131,5
123,620,2
603,654,1
709,677,7
345,636,1
708,637,4
831,270,5
465,623,1
389,963,6
924,859,7
550,344,1
993,760,7
743,202,5
234,645,2
455,792,6
549,536,1
109,164,0
792,291,5
750,556,4
26,276,0
430,436,1
299,165,3
529,6,3
662,435,4
42,748,2
574,82,3
788,365,4
776,184,5
696,919,7
744,937,7
70,693,2
198,468,0
367,25,3
393,739,6
521,570,1
892,864,7
932,921,7
185,822,2
878,209,5
124,143,0
714,846,7
42,757,2
407,95,3
33,458,0
269,38,3
576,139,3
242,360,0
691,114,5
199,856,2
312,931,6
133,241,0
566,258,3
364,820,6
999,747,7
892,718,7
914,977,7
45,598,2
558,307,3
413,398,1
60,44,0
728,103,5
829,227,5
701,570,4
748,203,5
382,364,1
860,355,4
384,521,1
917,640,7
900,493,4
763,57,5
708,86,5
408,699,6
642,838,6
52,214,0
166,81,0
234,544,1
231,146,0
220,161,0
757,578,4
937,63,5
124,43,0
582,411,1
730,769,7
595,491,1
756,483,4
664,785,7
582,201,3
63,900,2
851,654,7
611,333,4
220,288,0
474,853,6
516,293,3
935,349,4
379,209,3
835,854,7
904,877,7
877,715,7
517,986,6
23,891,2
886,127,5
347,483,1
658,894,6
878,540,4
286,461,1
252,808,2
406,340,1
244,467,1
749,395,4
317,415,1
350,766,6
97,569,2
476,411,1
377,867,6
135,275,0
241,521,1
976,88,5
158,847,2
896,102,5
397,642,1
532,932,6
453,159,3
747,733,7
856,482,4
370,322,3
174,200,0
344,890,6
923,494,4
22,677,2
642,147,5
169,221,0
298,355,0
452,983,6
64,94,0
679,472,4
245,832,2
444,459,1
89,194,0
84,530,2
399,58,3
557,739,6
707,526,4
151,629,2
826,822,7
999,730,7
625,819,6
251,976,2
553,507,1
240,755,2
497,118,3
208,221,0
52,565,2
312,529,1
493,402,1
377,44,3
504,723,6
756,101,5
43,363,0
220,206,0
861,42,5
367,187,3
741,363,4
437,171,3
678,383,4
236,69,0
586,33,3
107,45,0
69,129,0
998,350,4
627,949,6
242,922,2
116,533,2
81,584,2
6,965,2
279,486,1
164,241,0
822,152,5
103,939,2
367,7,3
658,761,6
378,148,3
850,933,7
584,975,6
781,645,4
31,692,2
450,292,3
878,221,5
490,448,1
450,158,3
885,734,7
248,204,0
648,338,4
27,288,0
677,692,7
800,395,4
20,479,0
801,9,5
505,828,6
199,219,0
294,831,2
211,344,0
314,264,0
374,405,1
426,956,6
288,117,3
823,588,4
630,273,5
304,319,0
920,979,7
201,748,2
386,352,1
604,211,3
144,388,0
464,477,1
399,394,1
719,472,4
610,589,1
732,215,5
635,577,1
572,681,6
450,709,6
196,361,0
51,245,0
132,303,0
403,170,3
35,381,0
891,69,5
795,228,5
552,580,1
30,87,0
754,988,7
248,720,2
267,496,1
447,179,3
523,249,3
817,544,4
66,975,2
541,868,6
21,310,0
749,938,7
653,829,6
233,381,0
900,379,4
288,402,1
137,906,2
971,84,5
182,896,2
618,24,5
424,164,3
827,170,5
414,806,6
128,831,2
766,747,7
89,141,0
405,839,6
777,8,5
581,947,6
781,222,5
652,985,6
323,901,6
515,173,3
983,339,4
260,423,0
876,198,5
895,247,5
473,886,6
646,344,4
785,128,5
687,880,7
464,428,1
651,302,5
923,593,4
533,773,6
591,127,3
277,304,0
220,261,0
805,518,4
155,708,2
611,513,1
382,892,6
161,585,2
608,773,6
