x,y,c
221,870,2
626,934,6
205,783,2
850,398,4
279,701,2
193,734,2
637,534,4
556,993,6
176,705,2
962,548,4
881,300,5
413,641,1
855,855,7
142,462,1
611,877,6
424,678,1
752,443,4
296,673,1
40,313,0
875,72,5
818,610,4
17,932,2
112,695,2
169,831,2
40,488,1
685,90,5
497,589,1
990,145,5
353,314,3
651,740,6
44,258,0
335,759,2
192,605,1
264,181,0
503,829,6
775,608,4
292,997,2
549,556,1
561,627,6
467,541,1
129,240,0
813,174,5
601,77,3
215,683,2
213,992,2
824,601,4
392,759,6
670,428,4
27,84,0
75,786,2
498,970,6
287,847,2
604,503,4
221,663,2
706,363,4
10,171,0
489,240,3
164,542,1
619,913,6
591,704,6
818,232,5
750,205,5
975,539,4
303,422,1
98,247,0
584,648,6
971,864,7
913,75,5
545,712,6
546,678,6
769,262,5
519,985,6
289,944,2
865,540,4
245,508,1
318,870,2
601,323,3
132,472,1
152,87,0
570,763,6
901,103,5
423,527,1
600,969,6
15,565,2
28,543,2
347,88,3
943,637,4
409,463,1
49,681,2
588,342,3
608,60,3
221,758,2
954,888,7
146,690,2
949,843,7
430,620,1
748,67,5
536,783,6
35,226,0
185,38,0
853,629,4
224,748,2
923,359,5
257,766,2
944,955,7
318,726,2
411,25,3
355,1,3
549,496,1
584,515,4
964,342,5
75,913,2
142,196,0
948,72,5
426,606,1
173,429,1
404,705,6
626,812,6
375,93,3
565,36,3
736,141,5
814,994,7
256,652,1
936,838,7
482,355,3
15,131,0
230,841,2
625,11,3
637,186,3
690,650,4
662,634,4
893,353,5
416,452,1
8,262,0
233,454,1
303,634,1
303,256,0
148,124,0
317,213,3
109,28,0
200,80,0
318,858,2
50,155,0
361,264,3
903,676,7
643,909,6
902,561,4
489,948,6
282,653,1
674,220,5
402,923,6
831,369,4
878,259,5
8,619,2
971,3,5
945,781,7
504,392,1
685,313,5
698,589,4
722,938,7
37,410,0
461,234,3
508,961,6
959,493,4
515,269,3
937,869,7
58,700,2
971,264,5
117,215,0
555,815,6
330,39,3
212,288,0
82,954,2
85,710,2
484,774,6
380,815,6
951,541,4
115,679,2
110,898,2
73,788,2
977,132,5
956,689,7
113,8,0
941,790,7
723,363,4
28,184,0
778,200,5
71,885,2
974,71,5
333,867,6
153,295,0
168,825,2
676,629,4
650,598,4
309,693,1
686,80,5
116,249,0
667,528,4
679,864,6
421,405,1
826,816,7
516,726,6
666,87,5
681,964,6
340,686,1
21,662,2
721,64,5
309,415,1
902,873,7
124,941,2
745,762,7
423,531,1
806,268,5
318,602,1
907,307,5
481,12,3
136,630,2
114,809,2
84,556,2
290,293,0
996,152,5
54,345,0
708,248,5
491,712,6
131,114,0
439,958,6
722,704,7
995,52,5
269,479,1
238,423,1
918,866,7
659,498,4
486,196,3
462,633,1
158,22,0
146,392,0
37,925,2
647,458,4
602,807,6
98,830,2
292,600,1
278,799,2
352,448,1
882,540,4
315,575,1
762,567,4
336,397,1
418,897,6
828,851,7
816,230,5
449,925,6
658,229,5
520,940,6
560,147,3
162,655,2
675,792,6
361,754,6
398,146,3
714,946,7
188,569,1
638,663,4
75,515,1
521,475,1
615,528,4
234,570,1
905,464,4
557,962,6
161,524,1
549,469,1
330,923,6
350,333,1
925,910,7
737,336,5
337,278,3
393,636,1
714,164,5
591,949,6
135,505,1
337,4,3
337,623,1
664,970,6
608,568,4
281,85,0
152,373,0
652,194,3
876,826,7
396,572,1
249,640,1
174,819,2
943,611,4
941,289,5
419,565,1
805,585,4
216,450,1
615,609,4
64,166,0
893,74,5
509,300,3
695,573,4
589,161,3
172,968,2
358,31,3
268,426,1
510,422,1
774,779,7
910,552,4
182,391,0
495,764,6
874,364,4
902,255,5
460,474,1
972,821,7
122,547,1
577,789,6
605,195,3
594,950,6
343,754,2
481,12,3
672,439,4
428,912,6
762,967,7
408,415,1
908,223,5
759,434,4
204,486,1
319,958,2
945,806,7
166,700,2
367,692,1
787,532,4
556,974,6
447,21,3
283,222,0
331,376,1
583,948,6
723,982,7
18,776,2
220,111,0
182,856,2
490,925,6
324,486,1
677,969,6
643,534,4
677,668,4
68,991,2
196,783,2
828,727,7
426,871,6
697,612,4
703,27,5
408,545,1
508,185,3
238,237,0
443,313,3
501,850,6
128,111,0
650,149,3
192,454,1
869,681,7
465,267,3
713,793,7
634,472,4
972,830,7
901,442,4
177,877,2
770,702,7
364,381,1
590,823,6
237,23,0
179,595,1
169,327,0
42,310,0
182,58,0
926,487,4
670,528,4
651,258,3
213,860,2
783,286,5
742,610,4
472,128,3
434,841,6
718,503,4
867,865,7
938,881,7
257,750,2
614,598,4
458,661,1
63,756,2
807,278,5
489,435,1
365,75,3
586,386,4
833,360,4
330,48,3
928,492,4
433,840,6
766,735,7
810,599,4
837,892,7
982,328,5
352,369,1
244,794,2
608,252,3
647,432,4
535,208,3
264,497,1
243,649,1
15,841,2
189,100,0
812,648,4
523,851,6
474,633,1
891,200,5
854,990,7
697,919,7
780,578,4
931,544,4
340,487,1
899,525,4
483,538,1
492,193,3
252,11,0
560,834,6
840,497,4
785,529,4
540,805,6
791,392,4
210,549,1
578,979,6
971,277,5
73,193,0
620,497,4
826,276,5
790,582,4
578,159,3
418,489,1
159,449,1
924,72,5
380,8,3
967,208,5
477,503,1
370,607,1
196,74,0
722,611,4
19,761,2
56,890,2
163,683,2
716,932,7
452,741,6
954,813,7
862,396,4
460,615,1
904,599,4
136,680,2
198,32,0
387,584,1
240,517,1
6,670,2
241,882,2
249,523,1
758,105,5
621,95,3
296,916,2
678,178,5
579,58,3
577,750,6
7,729,2
81,995,2
678,676,4
753,899,7
784,565,4
93,608,2
172,243,0
929,514,4
168,55,0
191,973,2
922,748,7
651,986,6
144,446,1
577,517,4
629,916,6
874,791,7
469,912,6
146,693,2
91,815,2
949,857,7
640,52,3
236,551,1
487,226,3
162,955,2
183,394,0
180,97,0
65,65,0
513,261,3
578,78,3
878,140,5
611,947,6
445,170,3
975,489,4
750,149,5
333,865,6
214,282,0
7,432,0
896,367,5
522,882,6
810,641,4
231,187,0
705,479,4
321,538,1
351,447,1
208,646,2
276,759,2
189,422,1
666,486,4
455,28,3
614,860,6
253,777,2
348,503,1
861,431,4
82,455,0
197,106,0
752,821,7
296,281,0
21,455,0
947,124,5
318,135,3
376,774,6
859,998,7
74,253,0
922,635,4
643,888,6
153,232,0
747,680,4
926,678,7
450,801,6
961,199,5
855,363,4
716,573,4
561,245,3
473,274,3
550,353,3
181,287,0
699,110,5
643,465,4
172,529,1
981,112,5
476,381,1
247,890,2
671,805,6
372,32,3
989,320,5
165,431,1
658,293,5
206,578,1
948,206,5
171,166,0
396,697,1
20,694,2
529,788,6
109,984,2
969,978,7
617,15,3
626,684,6
168,906,2
928,97,5
118,390,0
199,785,2
486,199,3
420,710,6
271,813,2
415,85,3
318,580,1
331,267,3
387,444,1
186,507,1
360,827,6
74,431,0
152,271,0
268,693,2
885,337,5
311,604,1
677,406,4
768,22,5
413,0,3
542,537,1
38,388,0
355,289,3
647,181,3
93,584,2
987,761,7
493,217,3
501,482,1
447,665,1
753,104,5
84,95,0
525,221,3
964,781,7
872,106,5
656,343,4
593,80,3
80,868,2
411,713,6
968,251,5
216,79,0
768,40,5
531,933,6
779,663,4
259,653,1
936,95,5
365,874,6
720,835,7
680,976,6
455,725,6
71,808,2
559,156,3
602,832,6
905,440,4
375,562,1
885,962,7
80,836,2
797,202,5
508,80,3
340,76,3
58,493,1
740,546,4
474,773,6
97,880,2
335,72,3
400,707,6
955,666,7
141,588,1
481,168,3
315,396,1
225,9,0
12,136,0
455,762,6
43,742,2
21,922,2
512,248,3
18,368,0
717,714,7
650,290,3
335,759,2
169,895,2
303,640,1
979,199,5
105,791,2
661,681,4
652,753,6
33,29,0
987,42,5
253,83,0
420,814,6
718,244,5
63,229,0
652,864,6
769,470,4
5,47,0
594,487,4
326,276,3
323,540,1
679,990,6
588,710,6
271,945,2
221,470,1
183,589,1
955,978,7
779,6,5
262,135,0
487,196,3
33,88,0
935,779,7
993,790,7
962,965,7
1,105,0
807,567,4
669,134,5
671,457,4
998,545,4
597,218,3
838,844,7
372,563,1
28,264,0
801,723,7
490,604,1
601,227,3
197,692,2
771,363,4
301,363,1
721,565,4
421,445,1
610,495,4
741,22,5
812,151,5
15,55,0
393,738,6
279,882,2
